repo,all,imported,direct,tool,found,P_all,R_all,F1_all,P_imp,R_imp,F1_imp,P_dir,R_dir,F1_dir
vkuznet__x509proxy,0,,,trivy,0,0.0,0.0,0.0,,,,,,
vkuznet__x509proxy,0,,,cdxgen,0,0.0,0.0,0.0,,,,,,
vkuznet__x509proxy,0,,,cyclonedx-gomod,0,0.0,0.0,0.0,,,,,,
volatiletech__authboss,16,5,4,syft,10,100.0,62.5,76.9,50.0,100.0,66.7,40.0,100.0,57.1
volatiletech__authboss,16,5,4,trivy,8,100.0,50.0,66.7,62.5,100.0,76.9,50.0,100.0,66.7
volatiletech__authboss,16,5,4,cdxgen,5,100.0,31.3,47.6,100.0,100.0,100.0,80.0,100.0,88.9
volatiletech__authboss,16,5,4,cyclonedx-gomod,6,100.0,37.5,54.5,83.3,100.0,90.9,66.7,100.0,80.0
vrischmann__envconfig,10,,1,syft,7,100.0,70.0,82.4,,,,14.3,100.0,25.0
vrischmann__envconfig,10,,1,trivy,10,100.0,100.0,100.0,,,,10.0,100.0,18.2
vrischmann__envconfig,10,,1,cdxgen,4,100.0,40.0,57.1,,,,25.0,100.0,40.0
vrischmann__envconfig,10,,1,cyclonedx-gomod,0,0.0,0.0,0.0,,,,0.0,0.0,0.0
wabarc__wayback,471,138,55,syft,180,100.0,38.2,55.3,76.7,100.0,86.8,30.6,100.0,46.8
wabarc__wayback,471,138,55,trivy,164,100.0,34.8,51.7,84.1,100.0,91.4,33.5,100.0,50.2
wabarc__wayback,471,138,55,cdxgen,138,100.0,29.3,45.3,100.0,100.0,100.0,38.4,96.4,54.9
wabarc__wayback,471,138,55,cyclonedx-gomod,163,100.0,34.6,51.4,84.7,100.0,91.7,33.7,100.0,50.5
wellington__go-libsass,4,,1,syft,1,100.0,25.0,40.0,,,,100.0,100.0,100.0
wellington__go-libsass,4,,1,trivy,4,100.0,100.0,100.0,,,,25.0,100.0,40.0
wellington__go-libsass,4,,1,cdxgen,1,100.0,25.0,40.0,,,,100.0,100.0,100.0
wellington__go-libsass,4,,1,cyclonedx-gomod,0,0.0,0.0,0.0,,,,0.0,0.0,0.0
wisp-trading__wisp,313,120,18,syft,238,100.0,76.0,86.4,50.4,100.0,67.0,7.6,100.0,14.1
wisp-trading__wisp,313,120,18,trivy,142,100.0,45.4,62.4,84.5,100.0,91.6,12.7,100.0,22.5
wisp-trading__wisp,313,120,18,cdxgen,120,100.0,38.3,55.4,100.0,100.0,100.0,12.5,83.3,21.7
wisp-trading__wisp,313,120,18,cyclonedx-gomod,127,100.0,40.6,57.7,92.1,97.5,94.7,11.8,83.3,20.7
wkhere__bcl,2,1,2,syft,2,100.0,100.0,100.0,50.0,100.0,66.7,100.0,100.0,100.0
wkhere__bcl,2,1,2,trivy,2,100.0,100.0,100.0,50.0,100.0,66.7,100.0,100.0,100.0
wkhere__bcl,2,1,2,cdxgen,1,100.0,50.0,66.7,100.0,100.0,100.0,100.0,50.0,66.7
wkhere__bcl,2,1,2,cyclonedx-gomod,1,100.0,50.0,66.7,100.0,100.0,100.0,100.0,50.0,66.7
wlevene__ini,2,2,1,syft,2,100.0,100.0,100.0,100.0,100.0,100.0,50.0,100.0,66.7
wlevene__ini,2,2,1,trivy,2,100.0,100.0,100.0,100.0,100.0,100.0,50.0,100.0,66.7
wlevene__ini,2,2,1,cdxgen,2,100.0,100.0,100.0,100.0,100.0,100.0,50.0,100.0,66.7
wlevene__ini,2,2,1,cyclonedx-gomod,2,100.0,100.0,100.0,100.0,100.0,100.0,50.0,100.0,66.7
woodpecker-ci__woodpecker,413,,72,syft,278,100.0,67.3,80.5,,,,25.9,100.0,41.1
woodpecker-ci__woodpecker,413,,72,trivy,238,100.0,57.6,73.1,,,,30.3,100.0,46.5
woodpecker-ci__woodpecker,413,,72,cdxgen,238,100.0,57.6,73.1,,,,30.3,100.0,46.5
woodpecker-ci__woodpecker,413,,72,cyclonedx-gomod,228,100.0,55.2,71.1,,,,30.3,95.8,46.0
wzshiming__ctc,2,1,1,syft,2,100.0,100.0,100.0,50.0,100.0,66.7,50.0,100.0,66.7
wzshiming__ctc,2,1,1,trivy,2,100.0,100.0,100.0,50.0,100.0,66.7,50.0,100.0,66.7
wzshiming__ctc,2,1,1,cdxgen,1,100.0,50.0,66.7,100.0,100.0,100.0,100.0,100.0,100.0
wzshiming__ctc,2,1,1,cyclonedx-gomod,2,100.0,100.0,100.0,50.0,100.0,66.7,50.0,100.0,66.7
xyproto__permissions,21,12,10,syft,16,100.0,76.2,86.5,75.0,100.0,85.7,62.5,100.0,76.9
xyproto__permissions,21,12,10,trivy,13,100.0,61.9,76.5,92.3,100.0,96.0,76.9,100.0,87.0
xyproto__permissions,21,12,10,cdxgen,13,100.0,61.9,76.5,92.3,100.0,96.0,76.9,100.0,87.0
xyproto__permissions,21,12,10,cyclonedx-gomod,12,100.0,57.1,72.7,100.0,100.0,100.0,83.3,100.0,90.9
yuseferi__envyaml,7,2,3,syft,6,100.0,85.7,92.3,33.3,100.0,50.0,50.0,100.0,66.7
yuseferi__envyaml,7,2,3,trivy,5,100.0,71.4,83.3,40.0,100.0,57.1,60.0,100.0,75.0
yuseferi__envyaml,7,2,3,cdxgen,2,100.0,28.6,44.4,100.0,100.0,100.0,100.0,66.7,80.0
yuseferi__envyaml,7,2,3,cyclonedx-gomod,2,100.0,28.6,44.4,100.0,100.0,100.0,100.0,66.7,80.0
zendev-sh__goai,9,2,1,syft,24,29.2,77.8,42.4,8.3,100.0,15.4,4.2,100.0,8.0
zendev-sh__goai,9,2,1,trivy,20,15.0,33.3,20.7,10.0,100.0,18.2,5.0,100.0,9.5
zendev-sh__goai,9,2,1,cdxgen,15,13.3,22.2,16.7,13.3,100.0,23.5,6.7,100.0,12.5
zendev-sh__goai,9,2,1,cyclonedx-gomod,2,100.0,22.2,36.4,100.0,100.0,100.0,50.0,100.0,66.7
zendev-sh__zenflow,63,12,6,syft,45,100.0,71.4,83.3,26.7,100.0,42.1,13.3,100.0,23.5
zendev-sh__zenflow,63,12,6,trivy,33,100.0,52.4,68.8,36.4,100.0,53.3,18.2,100.0,30.8
zendev-sh__zenflow,63,12,6,cdxgen,31,100.0,49.2,66.0,38.7,100.0,55.8,12.9,66.7,21.6
zendev-sh__zenflow,63,12,6,cyclonedx-gomod,32,100.0,50.8,67.4,37.5,100.0,54.5,15.6,83.3,26.3
zitadel__oidc,48,25,19,syft,38,100.0,79.2,88.4,65.8,100.0,79.4,50.0,100.0,66.7
zitadel__oidc,48,25,19,trivy,31,100.0,64.6,78.5,80.6,100.0,89.3,61.3,100.0,76.0
zitadel__oidc,48,25,19,cdxgen,25,100.0,52.1,68.5,100.0,100.0,100.0,68.0,89.5,77.3
zitadel__oidc,48,25,19,cyclonedx-gomod,25,100.0,52.1,68.5,100.0,100.0,100.0,68.0,89.5,77.3
zoharbabin__web-researcher-mcp,444,34,10,syft,311,100.0,70.0,82.4,10.9,100.0,19.7,3.2,100.0,6.2
zoharbabin__web-researcher-mcp,444,34,10,trivy,271,100.0,61.0,75.8,12.5,100.0,22.3,3.7,100.0,7.1
zoharbabin__web-researcher-mcp,444,34,10,cdxgen,34,100.0,7.7,14.2,100.0,100.0,100.0,29.4,100.0,45.5
zoharbabin__web-researcher-mcp,444,34,10,cyclonedx-gomod,269,100.0,60.6,75.5,12.6,100.0,22.4,3.7,100.0,7.2
